1403	LYPD6
1404	GALM
1405	ZFAND2B
1406	COL15A1
1407	COL17A1
1408	TMEM182
1409	CCDC148
1410	CPNE4
1411	COL19A1
1412	CCDC58
1413	DNAJC19
1414	COMP
1415	COMT
1416	ZPLD1
1417	KLHL40
1418	TRIM71
1419	COPA
1420	CD200R1
1421	CHCHD4
1422	COPB1
1423	ADH7
1424	DCBLD2
1425	LRRC15
1426	TPRA1
1427	KLF6
1428	SLC31A1
1429	SLC31A2
1430	TAMM41
1431	IL17RE
1432	ADK
1433	IQCF1
1434	GLYCTK
1435	PPM1M
1436	LSMEM2
1437	SCLT1
1438	CORT
1439	MAP3K8
1440	LIN54
1441	SPATA18
1442	COX4I1
1443	C4orf32
1444	TMPRSS11B
1445	EVC2
1446	COX5B
1447	ENPP6
1448	ADM
1449	IL31RA
1450	EMB
1451	PPARGC1B
1452	EGFLAM
1453	PRRC1
1454	NADK2
1455	COX6A1
1456	COX6A2
1457	COX6B1
1458	ADORA1
1459	GRPEL2
1460	TMEM171
1461	LSM11
1462	POC5
1463	NUDCD2
1464	COX6C
1465	ACOT12
1466	SOWAHA
1467	RIPPLY2
1468	COX7A2
1469	COX7A2P2
1470	STXBP5
1471	COX7B
1472	COX7C
1473	ADORA2A
1474	HINT3
1475	PACRG
1476	COX8A
1477	CD109
1478	RAET1E
1479	COX10
1480	PM20D2
1481	SRSF12
1482	COX11
1483	C6orf141
1484	HUS1B
1485	COX15
1486	CP
1487	CPA2
1488	ZNF786
1489	ADORA2B
1490	CPB2
1491	CPD
1492	COL26A1
1493	PRSS37
1494	SSMEM1
1495	CPE
1496	MTPN
1497	ASB10
1498	CLDN4
1499	CLDN3
1500	CLDN7
1501	CPM
1502	CPN1
1503	CPN2
1504	CPOX
1505	CCDC26
1506	ZNF572
1507	CPS1
1508	CPT1A
1509	VPS37A
1510	CPT1B
1511	CPT2
1512	TMEM68
1513	CR1
1514	SGCZ
1515	UBXN2B
1516	AGPAT6
1517	CR2
1518	RALYL
1519	CRABP1
1520	C9orf41
1521	CRABP2
1522	FAM69B
1523	CRAT
1524	PTRH1
1525	CREB1
1526	ATF2
1527	PTPDC1
1528	CREBBP
1529	RPP25L
1530	ATF6B
1531	CREBL2
1532	CREM
1533	DCAF12L1
1534	CRH
1535	FAM199X
1536	AMER1
1537	CRHBP
1538	APOOL
1539	MAGEB10
1540	CRHR1
1541	UPRT
1542	MAGEE2
1543	CRIP1
1544	FOXR2
1545	CRIP2
1546	PAGE3
1547	CRK
1548	CRKL
1549	CRMP1
1550	RPS4Y2
1551	ADORA3
1552	CRP
1553	KRTAP13-1
1554	TCP10L
1555	HAPLN1
1556	RNF113B
1557	ASB6
1558	ASB8
1559	ASB9
1560	MYL6B
1561	ZNF358
1562	RNF32
1563	APOBEC3D
1564	S100A16
1565	DEFB104A
1566	SELM
1567	NEK7
1568	CRX
1569	BPIFA2
1570	NOL4L
1571	CBLN4
1572	TRIM69
1573	BRI3BP
1574	CRY1
1575	SOGA1
1576	DYNLL2
1577	UBE2F
1578	SMCR8
1579	RPL10L
1580	SRXN1
1581	CRY2
1582	DEFB127
1583	SIRPA
1584	SREK1
1585	STK35
1586	CRYAA
1587	AAMP
1588	CRYAB
1589	CRYBA1
1590	ADPRH
1591	CRYBA2
1592	CRYBA4
1593	CRYBB1
1594	CRYBB2
1595	CRYBB2P1
1596	CRYBB3
1597	CRYGA
1598	CRYGB
1599	CRYGC
1600	PARP1
1601	MIB2
1602	DUSP19
1603	RAB40A
1604	ASB14
1605	ASB12
1606	CRYGS
1607	CRYM
1608	CRYZ
1609	MPP7
1610	PARP4
1611	CS
1612	VTI1A
1613	MAPK14
1614	DYDC1
1615	CSE1L
1616	SYT9
1617	CSF1
1618	CSF1R
1619	FAM76B
1620	SESN3
1621	CSF2
1622	CSF2RA
1623	ARHGAP42
1624	CWF19L2
1625	CSF2RB
1626	C11orf84
1627	PLEKHA7
